merge_id,cuisine_id
11821644374075984e3,O1g2m
11870530312303522e3,G4g0t
11883150109522213e3,Y7v6a
11883150109522213e3,Z7q6t
11904314713141045e3,C2g2b
12014709870162385e3,I1w3k
12014709870162385e3,X6b6q
12014709870162385e3,X9k8b
12014709870162385e3,M9p7m
12014709870162385e3,O1g2m
12025186971743773e3,I1w3k
12036265424138869e3,X0l8a
12039085070526159e3,D9w1q
12050260881492982e3,O3l0h
12086641216486582e3,O3l0h
12144024870679966e3,B7t7d
12144024870679966e3,D9w1q
12156710557929296e3,D9w1q
12175264932565131e3,I1w3k
12224401739574841e3,H8r1n
12224401739574841e3,S6f6r
1224442140122377e4,O3l0h
12285142790023698e3,O3l0h
12287977327490673e3,O3l0h
12303185041279982e3,D9w1q
12331863777399628e3,G4g0t
12343833333985024e3,Y4m4f
12353293865383033e3,D9w1q
12409427145457658e3,G4g0t
12433821057005103e3,B7t7d
12433821057005103e3,G4g0t
12433821057005103e3,D9w1q
12465546172988668e3,X9k8b
12484116034820612e3,X9k8b
12484116034820612e3,B6u5n
1261923150493784e4,S6f6r
1263779816988e7,B6u5n
12706272640000772e3,O3l0h
12715683757263258e3,C2g2b
12749586200655503e3,D9w1q
12757496490756155e3,X6b6q
12787576198369358e3,D9w1q
128042395722699e5,D9w1q
12827454169843116e3,K4r5e
12893097256812978e3,G4g0t
12893853877240404e3,S6f6r
12896083490206734e3,D9w1q
12903421216736584e3,I1w3k
12903421216736584e3,O1g2m
12903421216736584e3,B6u5n
1291506854623071e4,H8r1n
1291506854623071e4,K4r5e
12929209845765673e3,O3l0h
12929209845765673e3,D9w1q
12979100074882845e3,B7t7d
12989666947698889e3,I1w3k
12989666947698889e3,O1g2m
1300427584416971e4,S6f6r
13007075027122018e3,G4g0t
13007075027122018e3,O3l0h
13008808968553812e3,L9g7u
13026550781093147e3,O3l0h
13074726866230755e3,O1g2m
13082985133694966e3,Y3a1u
13082985133694966e3,B7t7d
13113763798955645e3,X6b6q
13113763798955645e3,Y7v6a
13113763798955645e3,D9w1q
13113763798955645e3,Z7q6t
13187706747232018e3,B6u5n
13216731962136082e3,O3l0h
1321827414301164e4,B7t7d
1321827414301164e4,O3l0h
13228506398548e6,G4g0t
13238342879019151e3,D9w1q
132438757167884e5,U5n4c
13254062544668918e3,S6f6r
1326166106286767e4,Y3a1u
1326166106286767e4,H8r1n
1326166106286767e4,B7t7d
1326166106286767e4,B6u5n
13313430635373666e3,G4g0t
1334647351759802e4,D9w1q
13369802967249766e3,G4g0t
13392750646040111e3,C2g2b
13395406657835661e3,O3l0h
13405191051612594e3,G4g0t
13448935291809575e3,O3l0h
13451477188179413e3,D9w1q
1347974799997846e4,G4g0t
13510326723554183e3,B7t7d
13562164793404144e3,C2g2b
13562164793404144e3,O3l0h
1356303011710738e4,O1g2m
13594559663509918e3,B7t7d
13594559663509918e3,O3l0h
13594559663509918e3,D9w1q
1361401354801201e4,G4g0t
13631421703710812e3,H8r1n
13651065624820093e3,S6f6r
13764901566036961e3,I1w3k
13764901566036961e3,Y7v6a
13764901566036961e3,Z7q6t
13764901566036961e3,O1g2m
13772647061233308e3,G4g0t
13783812792540094e3,O1g2m
13829182004768625e3,S6f6r
13829182004768625e3,O3l0h
13831590454020985e3,G4g0t
13843846212856044e3,Y4m4f
1388037021233864e4,O3l0h
13914067060961485e3,G4g0t
1395623775114408e4,I1w3k
1395623775114408e4,H8r1n
1395623775114408e4,U5n4c
1395623775114408e4,K4r5e
1395623775114408e4,Z7q6t
1396972154271777e4,D9w1q
14010788751071764e3,B7t7d
14010788751071764e3,S6f6r
14010788751071764e3,O3l0h
1404657577836374e4,H8r1n
1404657577836374e4,O3l0h
14088306485989128e3,H8r1n
14156695847421884e3,X9k8b
1420519338362146e4,G4g0t
14212740999117339e3,I1w3k
14212740999117339e3,B6u5n
14225128469538718e3,S6f6r
14225128469538718e3,O3l0h
14225128469538718e3,D9w1q
14240349448409647e3,O3l0h
14240349448409647e3,D9w1q
14264421227085787e3,L6e1t
14264599519929825e3,X0l8a
14301069624566112e3,M9p7m
14353262490933862e3,O3l0h
14353262490933862e3,D9w1q
14386701048320807e3,B7t7d
14386701048320807e3,O3l0h
14386701048320807e3,D9w1q
14407696689626198e3,D9w1q
14419676237727767e3,X9k8b
14419676237727767e3,M9p7m
14422303612041263e3,C2g2b
14422303612041263e3,Y7v6a
14422303612041263e3,Z7q6t
14496140915959058e3,D9w1q
14558625845446906e3,B7t7d
14558625845446906e3,O3l0h
14558625845446906e3,D9w1q
14597744043951309e3,G4g0t
14597744043951309e3,D9w1q
1460055700124425e4,B7t7d
14616397093105689e3,I1w3k
14616397093105689e3,X6b6q
14616397093105689e3,U5n4c
14659418504477862e3,Y7v6a
14659418504477862e3,Z7q6t
14686168675884794e3,Y3a1u
14719812709025606e3,B6u5n
14745624359667945e3,X9k8b
14777960188207725e3,D9w1q
14785570359547021e3,O3l0h
14785570359547021e3,D9w1q
1479281398364235e4,K4r5e
14827140925213018e3,O3l0h
14827140925213018e3,D9w1q
14828975782673453e3,D9w1q
14860449343257457e3,H8r1n
14860449343257457e3,B7t7d
14860449343257457e3,S8g9k
14860449343257457e3,K4r5e
14895914558742333e3,B7t7d
14895914558742333e3,D9w1q
14906159667842906e3,B6u5n
14937912160211665e3,Y7v6a
14937912160211665e3,Z7q6t
14958866456168182e3,B6u5n
14959903777167897e3,D9w1q
15053607332181891e3,B7t7d
15053607332181891e3,D9w1q
15071896902537314e3,D9w1q
15097252886573533e3,K7n2i
1512493821704216e4,S6f6r
1512493821704216e4,D9w1q
15141939440289706e3,B6u5n
15272806370136576e3,M9p7m
15272806370136576e3,B6u5n
15305110022539342e3,B6u5n
15311217057389484e3,O4i3b
15318730456897628e3,B6u5n
15372623811977798e3,O3l0h
1540385291546496e4,D9w1q
15453465418759715e3,G4g0t
1556684320935376e4,G4g0t
155770622651262e5,I1w3k
155770622651262e5,Y7v6a
155770622651262e5,O4i3b
155770622651262e5,O1g2m
15636190810974458e3,X0l8a
15636190810974458e3,B6u5n
15647702808117754e3,Y3a1u
15727649823918369e3,Z7q6t
15752493333469456e3,X9k8b
15752493333469456e3,D9w1q
15827148119402678e3,I1w3k
15827148119402678e3,C2g2b
15827148119402678e3,O4i3b
15833432803296809e3,O3l0h
15840282372480778e3,Y3a1u
15864158974771098e3,H8r1n
15864158974771098e3,O3l0h
15867704129694624e3,S6f6r
15867704129694624e3,O3l0h
15867704129694624e3,D9w1q
15934487125431286e3,O3l0h
15992294274381249e3,X6b6q
15992294274381249e3,X9k8b
15992294274381249e3,D9w1q
16002822748264511e3,X9k8b
16006816931557997e3,O3l0h
1602559283245373e4,O3l0h
16071654403106157e3,B7t7d
16072226302608288e3,O3l0h
16085390524809263e3,Y4m4f
16101099204829299e3,B6u5n
1611361957390264e4,G4g0t
1611361957390264e4,O3l0h
1611644887038769e4,D9w1q
1611644887038769e4,B6u5n
16138436583296926e3,Y4m4f
16149664997154429e3,G4g0t
16149664997154429e3,K4r5e
16168203384169347e3,X9k8b
16176887182837776e3,O3l0h
16256305728829524e3,O1g2m
16256305728829524e3,B6u5n
16271167548623456e3,D9w1q
16271167548623456e3,O1g2m
16284416203277754e3,D9w1q
16343711030916966e3,X9k8b
16372106646937545e3,G4g0t
16391946329132771e3,G4g0t
1640802040129987e4,G4g0t
16435171432250534e3,H8r1n
16451999687326058e3,O3l0h
16460270234305712e3,K4r5e
16460270234305712e3,D9w1q
16502302684882092e3,G4g0t
16591121874898835e3,Z7q6t
1659774926633351e4,B7t7d
1659774926633351e4,X9k8b
16640792474937799e3,I1w3k
16640792474937799e3,C2g2b
16640792474937799e3,O1g2m
16694554110885222e3,X6b6q
16694554110885222e3,S6f6r
16694554110885222e3,K4r5e
16694554110885222e3,B6u5n
16805457674532989e3,O3l0h
1682530703491848e4,G4g0t
16831976871093584e3,G4g0t
16868334559575622e3,G4g0t
16868334559575622e3,O3l0h
16870342346784567e3,G4g0t
16910621873490831e3,B7t7d
16910621873490831e3,D9w1q
16929925635757984e3,B7t7d
16938831470409234e3,G4g0t
16938831470409234e3,O3l0h
16938831470409234e3,D9w1q
16948752766239726e3,X6b6q
1695554408742521e4,O3l0h
1695554408742521e4,Y4m4f
16955697667469244e3,D9w1q
16961977736331196e3,X6b6q
17000960786102745e3,H8r1n
17000960786102745e3,D9w1q
1701765064717765e4,G4g0t
17051256449672534e3,B7t7d
17055324431135881e3,I1w3k
17055324431135881e3,O1g2m
17057305132033247e3,O3l0h
17057305132033247e3,D9w1q
17089001682395136e3,Y3a1u
17089001682395136e3,B6u5n
17163709181751622e3,G4g0t
1720480801532183e4,B7t7d
1.7301848819685761e+019,Y7v6a
1.7301848819685761e+019,Z7q6t
17325783008687155e3,O3l0h
17325783008687155e3,D9w1q
17364042551457767e3,G4g0t
17364042551457767e3,D9w1q
17405778753684486e3,Y3a1u
17470316468582009e3,B6u5n
17501345434937604e3,K4r5e
17586827909981116e3,Y7v6a
17586827909981116e3,Z7q6t
17590672357067964e3,Y7v6a
17590672357067964e3,Z7q6t
17612257900333812e3,Y7v6a
17684100184892217e3,G4g0t
1768549945445859e4,M9p7m
1771964920185059e4,B6u5n
17736044368412045e3,D9w1q
17817778512811166e3,B7t7d
17824947769338579e3,G4g0t
1785797628869769e4,O3l0h
1785797628869769e4,D9w1q
178670027174347e5,H8r1n
178670027174347e5,D9w1q
17881337231041956e3,G4g0t
17881337231041956e3,B6u5n
17897089248486674e3,I1w3k
17897089248486674e3,Y7v6a
17897089248486674e3,B6u5n
17910998618917994e3,Y7v6a
1798557794091734e4,B6u5n
18039558783964832e3,D9w1q
18039558783964832e3,B6u5n
18053608356781812e3,B7t7d
18073939114349044e3,O3l0h
18073939114349044e3,D9w1q
18095576407248595e3,B6u5n
18103926738196396e3,O3l0h
18165721107565763e3,O3l0h
1823659905531369e4,O3l0h
18259455284061846e3,X6b6q
18259455284061846e3,X0l8a
18259455284061846e3,B6u5n
18301377682670563e3,G4g0t
18389642022585186e3,B6u5n
18404156509499425e3,B6u5n
18429800191004723e3,D9w1q
