merge_id,atmosphere_id
12050260881492982e3,5
12050260881492982e3,6
12086641216486582e3,6
12144024870679966e3,24
12156234730312415e3,21
12156710557929296e3,11
12156710557929296e3,23
12156710557929296e3,24
12156710557929296e3,6
12175264932565131e3,26
12175264932565131e3,6
1217957829286418e4,24
1217957829286418e4,4
1217957829286418e4,6
12209702853246312e3,21
12224401739574841e3,26
12224401739574841e3,6
1224442140122377e4,5
12279539245834332e3,4
12287977327490673e3,23
12296675759439049e3,23
12311413925825081e3,26
12311413925825081e3,8
12343833333985024e3,6
12387725632309815e3,6
1.2391132713767039e+019,12
1.2391132713767039e+019,21
1.2391132713767039e+019,6
1.2391132713767039e+019,8
12418533207994714e3,30
12418533207994714e3,6
12433821057005103e3,6
1253098848771579e4,30
1261923150493784e4,1
1261923150493784e4,12
1261923150493784e4,2
1261923150493784e4,21
1261923150493784e4,6
1263779816988e7,21
1263779816988e7,26
1263779816988e7,6
12757496490756155e3,15
12757496490756155e3,23
12757496490756155e3,3
12757496490756155e3,6
12762626180284862e3,6
12827454169843116e3,12
12827454169843116e3,19
12827454169843116e3,21
12827454169843116e3,26
12827454169843116e3,3
12827454169843116e3,5
12827454169843116e3,6
12879381531439993e3,24
12893097256812978e3,12
12893097256812978e3,6
12893853877240404e3,11
12893853877240404e3,6
12903301369148522e3,12
12903301369148522e3,21
12903301369148522e3,8
12903421216736584e3,23
1291506854623071e4,19
1291506854623071e4,22
1291506854623071e4,6
1291506854623071e4,8
12921518529334794e3,12
12921518529334794e3,6
12929209845765673e3,11
12989666947698889e3,12
12989666947698889e3,6
13007075027122018e3,11
13007075027122018e3,6
13008808968553812e3,6
13026550781093147e3,2
13046760983745085e3,6
13082985133694966e3,21
13113763798955645e3,21
1314609766080922e4,11
1315158417885805e4,12
1315158417885805e4,6
13187706747232018e3,21
13216731962136082e3,26
13216731962136082e3,5
1321827414301164e4,23
1321827414301164e4,6
13228506398548e6,25
13238342879019151e3,6
132438757167884e5,16
132438757167884e5,21
13254062544668918e3,23
13254062544668918e3,6
1326166106286767e4,2
1326166106286767e4,21
13267845521823631e3,21
13267845521823631e3,8
13313430635373666e3,12
13330224283412457e3,8
133382223358617e5,12
133382223358617e5,26
133382223358617e5,8
13369802967249766e3,11
13394386062285103e3,26
13405191051612594e3,24
13405191051612594e3,6
1347974799997846e4,6
13486599494959219e3,11
13510326723554183e3,20
13545471817364947e3,11
13557995931812598e3,22
13562164793404144e3,17
13562164793404144e3,26
13562164793404144e3,6
1356303011710738e4,21
1357034928267448e4,24
13580450450250076e3,6
13594559663509918e3,24
1361401354801201e4,12
1361401354801201e4,23
1361401354801201e4,24
13658969200472777e3,6
13658969200472777e3,8
13660298506819287e3,21
13660298506819287e3,8
1373511042586878e4,2
13764901566036961e3,21
13772647061233308e3,26
13783812792540094e3,12
13783812792540094e3,6
13905820315919473e3,30
13939753795634555e3,12
13939753795634555e3,8
1395623775114408e4,12
1395623775114408e4,19
1395623775114408e4,20
1395623775114408e4,21
1395623775114408e4,23
1395623775114408e4,26
1395623775114408e4,6
1395623775114408e4,8
14059695439855133e3,2
14059695439855133e3,22
14059695439855133e3,23
14088306485989128e3,17
14088306485989128e3,18
14088306485989128e3,26
14088306485989128e3,8
14156695847421884e3,6
1420519338362146e4,23
1420519338362146e4,6
1420519338362146e4,8
14212740999117339e3,21
14225128469538718e3,21
14225128469538718e3,24
14301069624566112e3,11
14353262490933862e3,1
14353262490933862e3,23
14386701048320807e3,24
14386701048320807e3,6
14422303612041263e3,15
14422303612041263e3,26
14496140915959058e3,23
14543118558481981e3,23
14558625845446906e3,4
14597744043951309e3,11
14597744043951309e3,24
14597744043951309e3,30
14597744043951309e3,6
1460055700124425e4,23
1460055700124425e4,6
14616397093105689e3,23
14616397093105689e3,26
14616397093105689e3,3
14616397093105689e3,6
14616397093105689e3,8
14659418504477862e3,8
14659641174712338e3,30
146770038274628e5,12
146770038274628e5,26
14694457148592036e3,12
14694457148592036e3,6
14762778377285042e3,12
14777960188207725e3,25
1479281398364235e4,12
1479281398364235e4,19
14804781657062656e3,21
14827140925213018e3,6
14860449343257457e3,16
14860449343257457e3,19
14860449343257457e3,2
14860449343257457e3,21
14860449343257457e3,23
14860449343257457e3,26
14860449343257457e3,8
14881488593859054e3,6
14895914558742333e3,21
14906159667842906e3,21
14906159667842906e3,30
14937912160211665e3,26
14958866456168182e3,21
14980687790887596e3,12
15053607332181891e3,24
15053607332181891e3,30
15053607332181891e3,6
15053607332181891e3,8
15070676966517879e3,11
15070676966517879e3,23
1508114788056014e4,21
15097252886573533e3,23
15097252886573533e3,24
15097252886573533e3,6
1510753889742768e4,21
15141939440289706e3,21
15141939440289706e3,6
15150917150503424e3,11
15150917150503424e3,26
15150917150503424e3,6
15150917150503424e3,8
15243946114243674e3,21
15272806370136576e3,21
15293310885535711e3,6
15296363819800922e3,12
15296363819800922e3,26
15296363819800922e3,5
15296363819800922e3,6
15305110022539342e3,21
15305110022539342e3,25
15318730456897628e3,2
15318730456897628e3,21
15318730456897628e3,30
15318730456897628e3,8
1533612571693406e4,6
15396701684764144e3,23
15396701684764144e3,24
15396701684764144e3,6
1556260179352828e4,23
1556684320935376e4,21
15609057269763164e3,24
15609057269763164e3,6
15636190810974458e3,21
15647702808117754e3,21
15647702808117754e3,6
1571252170689618e4,26
1571252170689618e4,6
1571252170689618e4,8
15760380610257283e3,12
15760380610257283e3,8
1581566381426035e4,11
15827148119402678e3,26
15829033124062822e3,4
15833432803296809e3,22
15840282372480778e3,23
15864158974771098e3,6
15864158974771098e3,8
15867704129694624e3,11
15867704129694624e3,24
15867704129694624e3,6
15935372337923385e3,23
15957928197342476e3,21
15992294274381249e3,6
16002822748264511e3,23
16006816931557997e3,6
1602559283245373e4,11
1603154409939894e4,6
16049895726947295e3,26
16067370600493206e3,26
16067370600493206e3,6
16084621515866173e3,12
16084621515866173e3,6
16101099204829299e3,2
16101099204829299e3,21
16101099204829299e3,23
16101099204829299e3,26
1611644887038769e4,11
1611644887038769e4,21
1611644887038769e4,24
1611644887038769e4,29
1611644887038769e4,8
16149664997154429e3,19
16149664997154429e3,23
16149664997154429e3,6
16149664997154429e3,8
16168203384169347e3,23
16176887182837776e3,24
16180001866939396e3,26
16223763991916077e3,16
16256305728829524e3,21
16256305728829524e3,30
16285045537247574e3,26
16285045537247574e3,30
1629163476201427e4,21
16343711030916966e3,8
16391946329132771e3,11
16391946329132771e3,6
16435171432250534e3,2
16435171432250534e3,26
16436552737187981e3,11
16436552737187981e3,8
16451999687326058e3,4
16454636232875962e3,12
16454636232875962e3,6
16460270234305712e3,11
16460270234305712e3,19
16460270234305712e3,23
164696626702544e5,11
16492350894943175e3,11
16502302684882092e3,11
16502302684882092e3,21
16514875568424794e3,21
16640792474937799e3,23
16640792474937799e3,8
16694554110885222e3,11
16694554110885222e3,19
16694554110885222e3,21
16694554110885222e3,22
16694554110885222e3,23
16694554110885222e3,29
16694554110885222e3,8
16805457674532989e3,6
16831976871093584e3,6
16868334559575622e3,23
16868334559575622e3,6
16873752914473716e3,4
16910621873490831e3,11
16910621873490831e3,24
16910621873490831e3,26
16910621873490831e3,27
16910621873490831e3,3
16910621873490831e3,6
16929925635757984e3,11
16929925635757984e3,21
16929925635757984e3,6
16948752766239726e3,6
1695554408742521e4,5
16955783611844295e3,26
16955783611844295e3,6
16961977736331196e3,11
16961977736331196e3,23
16961977736331196e3,27
16961977736331196e3,8
17000960786102745e3,26
17051256449672534e3,20
17051256449672534e3,26
17051256449672534e3,6
17055324431135881e3,12
17055324431135881e3,26
17089001682395136e3,11
17089001682395136e3,12
17089001682395136e3,23
17089001682395136e3,24
17325783008687155e3,11
17325783008687155e3,4
1.7337840357263999e+019,21
17364042551457767e3,11
17364042551457767e3,2
17364042551457767e3,21
17364042551457767e3,23
17364042551457767e3,8
1742086422192079e4,21
1742086422192079e4,8
17470316468582009e3,21
17501345434937604e3,19
17501345434937604e3,26
17524432480549575e3,3
17531260057241104e3,24
17531260057241104e3,6
17550834297145561e3,6
17550834297145561e3,8
17553007468061663e3,15
17553007468061663e3,26
17553007468061663e3,6
17553007468061663e3,8
17586827909981116e3,26
17590672357067964e3,26
176967144362524e5,10
176967144362524e5,12
176967144362524e5,21
176967144362524e5,6
176967144362524e5,8
176967144362524e5,9
17719572585380209e3,12
17817778512811166e3,16
17817778512811166e3,30
17818877202572818e3,21
178670027174347e5,17
178670027174347e5,26
17867222196156842e3,21
17881337231041956e3,21
17881337231041956e3,23
1798557794091734e4,21
1798557794091734e4,29
18039558783964832e3,21
18061817213000976e3,2
18073939114349044e3,11
1808761126849722e4,4
18095576407248595e3,21
18103926738196396e3,11
18103926738196396e3,26
18103926738196396e3,27
18162568554947457e3,26
1816710733301136e4,3
18175208546188372e3,12
18175208546188372e3,23
18175208546188372e3,25
18175208546188372e3,6
18223444123278227e3,22
18259455284061846e3,21
18259455284061846e3,26
18259455284061846e3,6
18259455284061846e3,8
18289923862346934e3,6
18289923862346934e3,8
18301377682670563e3,24
18301377682670563e3,6
18375536665429486e3,26
18375536665429486e3,5
18389642022585186e3,11
18389642022585186e3,21
18389642022585186e3,8
18404156509499425e3,21
18404156509499425e3,26
