reviewerId,atmosphere_id
2880C1E82744874ED159447996E6FFFB,27
107518714828846619083,24
107950860578306775442,11
108543306320348668558,26
103972351811646888886,6
87FFDA6A734863E53D11E1C3D288CB16,8
115186775590112033882,24
3z_lfmfHSbkgmq2RRNeedQ,5
DF5AE526AC9572202AEC239C3D371588,27
Pf7FI0OukC_CEcCz0ZxoUw,26
uf1UdKswKWOqFLUvRvvbzA,26
uf1UdKswKWOqFLUvRvvbzA,26
py2ShbZzNoWSdSxoSINz1g,26
104080145709145987197,21
104080145709145987197,21
75F1C324B99CA20CA72F4FF628099598,8
f0zeFRUWiKX5VV_OeWss7A,6
yYGG4954ZVnHbDqy3E_6wA,4
3252AC3EA3F5BD40F02EA5D541FF333C,11
106904486187305000925,6
7415FD5003146EAAD0DDBE0FAE614981,5
108041315476771189601,3
B17EA89C7FFA30DDECDBD26DCE03EC4D,25
57B919C5CC4CB69E980DCF9C5EAEDE47,26
115897268813509358230,12
HQyVifYcEloNu_FiTH1H7g,21
HQyVifYcEloNu_FiTH1H7g,21
106803506624381063126,1
111513809769485349246,23
112698201543908793423,6
4406A62F29CCEC830CE38400965739D9,11
8C00DE60661E306713F422C888D81ED4,6
41ADDAC883BA2FF0625A245B4E6B6C73,11
104929703041661160464,26
104929703041661160464,8
103754089522619547352,6
F7D063187328C24F19EE3D4139D44185,2
jCT55fqTB_6avNnTj6OjhA,29
Ho9COlxsV1FO2I9g9eg69w,21
101525180062845116760,24
101525180062845116760,23
103606137996613900367,12
E68BA9BC12EFA5B58DD7BF440B8FC668,1
2EF96727030E8095EB6D8EFD6142BB50,4
63E380D9A3F2B0CC29790266362A1DF3,19
C5825FE98BD2E61B31D126E6D3AA5FA9,21
C5825FE98BD2E61B31D126E6D3AA5FA9,21
C10CCD925A0C99D592339B978F29BCFF,2
105280579015102996948,12
109490789318728931062,8
105180597906366052349,6
108419618806573787356,5
109866332977291521060,12
113356005987409184156,21
117903122988778521639,21
F8C76D0BCCBC3736F534D89BD5B99FAD,23
28488EA8A7018443A88D3984F170674C,25
110881196583845431871,26
bggFHWRxrB1YjryZHnO9vw,25
105361651027697347698,23
108654083951080050020,21
D0FC821E934F408DFA9FC80FF9507158,17
E81E140CB755A284893D92049D6175C5,23
4C9F15B48A2B98D65182CAD28D786912,21
EAE191C4C9E023E1A976AA7F0C8A926C,19
110324556533345013881,24
110324556533345013881,23
100915901284647054274,6
RedCeS4SmT34euXIKgib3g,21
RedCeS4SmT34euXIKgib3g,21
SeuKBGR_EpvwuDZ85S6lYQ,21
125D3FEF72BBF45936ABC042BB869BC3,23
B6A5D7B976F3D76E90BFD85206387950,27
115634585447493672105,2
A031DE4A934BB3415AED844875E904B4,11
75686F06B274DD4747E08493BDE67063,26
75686F06B274DD4747E08493BDE67063,16
4B4760E5D7AFD31DF480A6184151D85F,1
BOoYg4VkCL_-aP3SmmGoDw,6
115936539147196278234,12
115936539147196278234,6
CF5F0097BDC287E2A3E962A6757375A9,21
CF5F0097BDC287E2A3E962A6757375A9,21
7625D232C5810D053BDEDB49F0328E6E,29
DABF4EA8371DD790202B7B5359CDA038,6
100434119575860320363,11
5FBBD0726B0FF0523B08CE646162476D,8
FE998EDB3AAD0E62CEE09DE652BDE223,21
26E3EE715E145C7D900E76587BC028C4,2
6ED788806C1E01352AA6909F7918F11E,19
103120314158010895620,8
2B5D0C3345773ED4BD9CA6FE7F5352AD,21
0F337E12561A168C0C9AABB64C3DC232,6
687C5E6A5AC4D94DBC096027119B443C,21
104707928578350792162,26
F5371A4C41BD3712B77DCDDFDC0E0F80,22
F5371A4C41BD3712B77DCDDFDC0E0F80,23
B604BA98D16941AAA71739E4FEAF07E2,21
3F9841D693813CDC827F4961420FFA24,23
F620D9195C92CB9486A58BA276EB52FB,24
100689900066840614842,6
CEDD251B79DD158868D0C655212118E8,21
2598811AA61C2AD01DCABD8A64E86C99,11
102118079300109428694,6
6C5D19B20E32AC0BD651DF046E01A39C,2
4A40C81C08B66E791175EAF664276BA2,30
4ACAF37D8DD3980AC56E10AFCA9801ED,30
zXxaNhIBhDMZVf9BF2gjMA,30
101169641341985187441,17
101169641341985187441,26
117906639972271123994,6
E67908D42DE3D2E9C89CA6F19C64EE61,1
9E5BCA2E0209C47159E58B760344220D,2
1B75918C8BDD9B25E402A541825C1F0E,23
102870320451438090151,23
102870320451438090151,23
115718565496880977353,12
115718565496880977353,6
118367886134639846273,6
116872986145175852248,12
116872986145175852248,6
EFC7F9016545FA59611E7B0DD3572931,2
D85FE22ABF02CF6CB2842563343FAB04,25
B66EDC5467BB089B78493E87CA5B6D90,2
B3E10085A5ADB88D52EC5890464A3035,16
2A5D00A363236FA49EDDDCB5670749BA,22
9B05D503BAA4F5B0D9A86AF2C3ECB728,6
102466638193524204671,12
111628525210381058088,8
9843F84C677C49ADE6105D773DAEF465,24
9843F84C677C49ADE6105D773DAEF465,11
101627100935320871941,26
110454176224453974474,8
852D7B721AAB261037886D5B08B0228D,6
109732775812994868053,8
FA0763BD95EB8A519D28FDBEB1CB1D01,22
8A3E7323F3A56271BF52251946D81E5D,26
6A7E34326C627859B42FAD1CD304D3B8,11
71F44CC06CCBBDE88CFCF621B59F119C,30
6089FFC86F2DBCDB73ADE2CCCFB73409,16
111430265747877691898,12
A362EEB30CD3BC9738A726044D82CC78,11
100010500280655456062,26
111634261823077601686,26
111957397194125045095,6
108595919285837642671,21
4CF9ABAD0FD20A68E7C65241C124EFBE,12
8C1FB02C056B95BF111F0386F6DF2310,6
112290146609180113745,16
115632592552109856810,26
FR1PW6j8Q_zCH4PlSQixGg,3
jW1fAOe_KLoUMcRfeQcuxw,21
jW1fAOe_KLoUMcRfeQcuxw,21
9q7iRB8MveE7cYomJp2UHQ,1
9q7iRB8MveE7cYomJp2UHQ,19
05A9F5D38EA1D23A97ECE65C2AD08700,1
DA1F7462EAB3A927A8D39C9428E65187,21
DA1F7462EAB3A927A8D39C9428E65187,21
FCB273C719390DCDCB52065AC42925DB,21
42114CF1BAABB537475EEFF7CA057606,23
107030986553701099400,24
100020031244440115594,21
100020031244440115594,21
115142296614297201255,21
115142296614297201255,21
115142296614297201255,6
108360369947127867565,29
109339046571581413314,19
101079472362088787918,26
106531251842451319015,26
102310492867098344987,26
102310492867098344987,8
A793B7F3550158A6EC41A12639A2FBE1,24
110406169739729553110,6
108655050643253816258,6
673B85AFB980243F0EE9B771E3C56093,25
114084963919634558407,12
114084963919634558407,6
AF6322CEAA5203635C290F1B892306E9,29
6Z29aTHgoNJ0CvnhTVMNLQ,29
331036F05ECC998DC416E8B9215AE784,23
115102372793697806639,8
DABC6EB1ED663EF0275FFCBE43F2D0D0,26
DABC6EB1ED663EF0275FFCBE43F2D0D0,26
102231772578259856215,15
547450F697C73A21D5366AE65FD794C6,30
E5169C73E6CEA8E9C17CC5E1621E537A,2
1257CB2E067A7AA37F26662503F3FF72,1
1257CB2E067A7AA37F26662503F3FF72,23
115592750034222853761,24
GQc0l_u8sJkgFpy7gGfMWw,26
112249822038570690163,21
112249822038570690163,21
B894C6640785173BA8E6B06E69C219B3,9
cqjRzEUUGfFVvNodtHNKRw,1
101061362741995367512,6
2F8828887EF68FB528D6BA675E67983B,24
A31B2E743ACBD19C20659222510E0F4A,23
109599042583660398918,8
FE17A5AB63046BCFCA846CCEECD70F58,1
114248099826595055639,24
A7794DCDB61ABAB4945BD1A8D0F02CC2,21
1n5o3Yz5q7Ua7yomlAELqA,1
9015DF4A1B2ABFB8B16C353901B2E07E,20
37A73D9F4CF8B85721CA56E3343FBFF5,23
105573787800068020336,21
9F21F8C79D090B32CAA1121EB0111CA2,30
e-Wd7RlyuXzHE9tQ3KzMdg,21
19F72423C4ED8FC4D11E492366543E77,21
5F9D8BBDBF5E013224C800A979BB3B33,8
115280899400790405060,6
9151E8C29ECEE36356155593F39E3A79,21
9151E8C29ECEE36356155593F39E3A79,21
117558281912251839009,2
117558281912251839009,6
100396735926761093506,19
101851304487039342084,6
108534844341185240007,26
114481116347021913495,6
78E03324D10EF16BFDF11998AC922D76,23
418A03345ADB62C5FA85957164340F05,30
648A70762BE7F6A585DEE141E4978640,1
F2758387CA989B099C14DAAEA91C4EAF,23
114001302273314300211,12
E68BAA9273A52ED06B695530F648C4AD,1
2851361BC0E9A5E57AD5AE7CA8F41014,21
2851361BC0E9A5E57AD5AE7CA8F41014,21
3B62DCDECE2ECB2ED1835C168D690C45,21
3B62DCDECE2ECB2ED1835C168D690C45,21
60C395CF2E5290AEF9D996EFF6C5DE59,21
08235E16275F7A665CA8BFBD852CBD4A,21
08235E16275F7A665CA8BFBD852CBD4A,21
116315641224040318051,8
116242933438567029533,11
104026530977162549229,6
A0DB28A6D5B60C84E8BD80DB4C88932F,23
6C0BB6A2863CBAC2F7DF680D3341DE5C,6
FB14F88C56B46380879C9D1319AC7927,24
103244175163850865457,11
110854634151410305604,11
105324749793320880449,23
fIyZXbWHXAN2a0gsVrS9Qg,23
378792B25625F75C7003B3A0763C883C,1
2CCC9C7B4279D552122B3985C9CAF1A4,6
108056323026493411449,29
101654171346121557627,8
58813DD6338B4993DC8FAE4E6F610B49,22
12D62CF527454650639254E4F51D53E4,25
115817809802753575418,24
C8E5FF1B4F5C0F378E66DFA3A2E0A518,23
555DAFC5F5D23C1822F36717A148C5ED,21
555DAFC5F5D23C1822F36717A148C5ED,21
64B49A18E6AE62BC8EF66DFAC3EACF93,21
64B49A18E6AE62BC8EF66DFAC3EACF93,21
64B49A18E6AE62BC8EF66DFAC3EACF93,21
72E86249562AB8CB8155588B61BCED52,19
111562662228560472376,23
2703D21A55DB72B6EC0F88AE4AA33987,28
OrTZzW9KN0w1IhY3QIvfdA,27
794063CC92B76FDE8DA78AC892424DE8,25
102825725170600969145,22
101464509055076189302,22
FF4A3984DA1FA589B0E9D3A9A9B8819D,22
B1560DE825D7B716B931F963D77ED8BB,26
116917493528816881597,6
B9FF7F3B8B476A67FD57349E167C6A31,25
DA41850E468A493A5A906AEC82BAFA8F,25
38424F6012E40A8134A83553AC5AF4A7,2
EE1F0F4285145B0303180C3C698C1122,2
29B77CE115AA581584F53045B5DA4BBF,29
29B77CE115AA581584F53045B5DA4BBF,23
EA3CF4C8FA94DF85D85FCD2B03A48D69,24
33F99D3757B6261CB8637E6BD24A79E3,6
F3FE5305032EEC21D76BA219FD307850,11
8567873DE10419BFE4921D219B7F4175,21
8567873DE10419BFE4921D219B7F4175,30
8567873DE10419BFE4921D219B7F4175,21
8567873DE10419BFE4921D219B7F4175,21
326A1D4E7A8C283F47FECFD8553E711C,30
114058345035598832243,24
4D9E0F49DDD65C31D95B3A019CC8CA1E,11
7429C5529B85F39A23D035DEF0773DD7,30
104520420289098649506,6
112929156038912798850,8
105208104245215376695,2
104033003919659881902,8
101568606714291074542,8
116432847714067026294,21
AD30D3AFD90B98AE4A1B9B1A19A8473D,5
AD30D3AFD90B98AE4A1B9B1A19A8473D,12
860A20710AA9BC62396B6ABD6ADAC443,24
CBE58067FB4185524505074B64770700,20
CBE58067FB4185524505074B64770700,19
573AAFD6745021AE11085A2049476B8E,25
101564264015297506579,26
101564264015297506579,26
089E7827745F9EA917A8017719617E57,26
089E7827745F9EA917A8017719617E57,26
D45DD79756D525FB9358D3CD327BF91F,24
N1rCDusWb1U3Cvl7V5CMRw,6
A29AD3C9B083D38F6363520172543E79,3
116620733644063384662,3
116620733644063384662,2
C14325BF294B70AEC73088E9B4C7EDE9,21
C14325BF294B70AEC73088E9B4C7EDE9,21
104224887080950504398,6
E78C9FC7F858C75141529B3A5D8872FA,24
106147257991332871192,26
E800FBE4D35D5C4717936F6088FBDB0A,26
E800FBE4D35D5C4717936F6088FBDB0A,6
101557342721998252691,6
D98C9A5801A72705EE6E49027DBDD873,24
107160550966640518196,3
Es_B96JiSxkZ3ztCW7v9jQ,28
B262B9E3CC03121AACF2EE38920EC07E,1
112427872405708913689,27
EC3B5A888C242228315AE10488A61676,24
113337042113724111302,26
113337042113724111302,26
80C962DD46BB0F9BDD9888F3BFED020A,21
80C962DD46BB0F9BDD9888F3BFED020A,21
10DBF527150080DEAFE471B223488DDA,21
E7FFEAA9C1AB551982CF13E10CCF4A13,23
7896D1EDC401DCC9317886613F7D279A,26
85BCB21847108ABA5B8212C8C0C94340,26
85BCB21847108ABA5B8212C8C0C94340,4
03A1AE3B04A56151793696BEF474C956,23
j0IUSFwAGv5aY2WvJLitKA,5
109750233335365329669,6
109750233335365329669,8
109750233335365329669,11
J1tZkhxvRK6NPnk5kiR8Bg,25
896212AD5D5C9F679C79F5F103C19C70,21
100549019810370385153,11
107763357669876604618,24
46A6D0573FB77AC61F3458DCE93133F9,26
B69E17C4B93F55A07C4E8F6090D87098,21
B69E17C4B93F55A07C4E8F6090D87098,4
F8D545DC11220F13C7D93710D374F2BA,29
113655769022635965671,21
118190834129295735752,8
116432847714067026294,15
116432847714067026294,8
FFD7BCBED92CF909B700A421868B060C,21
Rv2tcWVdUhKrB5PWoLDsUg,26
Rv2tcWVdUhKrB5PWoLDsUg,26
682B4FE125C9A9F80AD22385BA51F31E,19
6C5C4C07BD2EC78CB396F1367F5221DC,6
F62D1FCA90499E1872CE7680576AE914,25
DkUF23JswcZpGKbNZe8txA,30
112828503938501341368,6
115601496013267163204,2
105608142102695766732,24
105608142102695766732,23
116711639051856336692,8
103150213759342193690,24
93FAFFF02B59D8A4A8434541350EAEB7,30
4A65160352865FCEE50500FB1D0B52EC,21
4A65160352865FCEE50500FB1D0B52EC,21
6A63883F416177D4F01B262B426E1AD8,2
108219755110355069683,23
A5D507FB879DFBDAA1CD44162B67F59D,30
A5D507FB879DFBDAA1CD44162B67F59D,29
106840242334627203538,6
3D9C19B60271EC0F3D02907A2A79283B,21
3D9C19B60271EC0F3D02907A2A79283B,21
3D9C19B60271EC0F3D02907A2A79283B,21
118044643193942522370,26
114172970341102388015,26
102108349437724830587,16
99825460D368A11A3D88DA3FC0448B1A,8
117703773319540555657,11
E0173558D7B93A32011D6F73C06BA037,24
846FBF6128512196ECCB801AAE5A7B19,30
5F871B50A19066B6A38AB6FC11EF9260,21
100417308048603513932,6
113480672939974081505,12
101689750517712387895,8
QIdq1rxp_V3TmJrPEemnxQ,26
QIdq1rxp_V3TmJrPEemnxQ,26
0A7037D7805F03B7AF517F3DCDEEF4A4,28
4CC33785EC15A2786D7183F5B5C6A287,21
12F4DADCA033DF0FF1A0F5E103A0E221,11
6007005D579CF718194AEE1FC8F4C585,21
118439871281557926279,23
103416289384740447820,23
113489965883692622982,6
EB56945483CFD22C26C43E5F0A9D2FBE,11
E8A6121520D276971DB221417E5EF2B0,21
E8A6121520D276971DB221417E5EF2B0,21
D02751067F36931CBA8950840E2F6B16,25
5F8D3B21F75C2C095D518EE086E7B8FC,26
DAFDA1C37CE15C74563B2C3565483DE0,24
1BDD878E01892C6C9E7168D08C354C25,23
107690770194700331303,8
114243068780805254789,6
E472A3077CC610610F056311EE17EAA9,24
499C8DFCAE06ED6BCF1F1E26F3C35228,23
116066647238850744066,26
116066647238850744066,21
116066647238850744066,21
103466315677922270538,24
FCA34E5D9BDC09B3362137062DCA6234,21
8j-cNKNPJLiZ2gM3xHjDpg,26
CE75C25EC680DCB9C06794920F9DBA85,1
n7bgq2MjuuD1BuMvcOzr4g,21
n7bgq2MjuuD1BuMvcOzr4g,21
CF84BF907C9D74AE6D83CA363355406F,23
6EA2C31133B5AAA167E3B4240EB11B54,21
6EA2C31133B5AAA167E3B4240EB11B54,21
0E1BAC8B5725D62534D784E3ECD9EF12,25
61FBFECB9568973F9CAA829877086BC6,25
61FBFECB9568973F9CAA829877086BC6,24
114880503751394188519,6
282251DE1D30BDC837497FFBE8F49438,26
282251DE1D30BDC837497FFBE8F49438,26
282251DE1D30BDC837497FFBE8F49438,5
6EA94799582A0F1B550CC07575C73BE0,23
CD68CB25791ABB0DCA3D102C5BCE236E,25
D4DA5F1BB218A67E35CE10DEE53358DC,23
dEU6wSjpCioWIvcL_Yy_WA,2
5CF0DA1AC3F021EF18FB18204C80D4AA,30
22977C870E2EBB8D88F02C54A5EBC503,11
21B747A298355CD6C2658D7A09438AD9,11
3036BBA4F18DB44DC706DBAEDA42F24B,12
B9109DE3194777D83E47ABFD21F15326,6
118358680718482530435,21
118358680718482530435,21
109544670009942827822,11
102496723478067001614,11
15869C95CEAEC6D1B3A1DF76FFFCB396,21
15869C95CEAEC6D1B3A1DF76FFFCB396,21
548E504D0CD0F5604498BE10F711E18C,21
30CC4DCBA4B683C884A6E6F6A8105936,26
6787C1313A07045AD77633FA834B415E,23
996220FFEB0A79CE18BFB16945B45E2E,19
AB62F4FC0B2A8267EBAD53D8BD6E4111,21
AB62F4FC0B2A8267EBAD53D8BD6E4111,21
A7505B272CCC62F5EEE8A203C978D5BF,22
F85FCBFFD19F64E7CC53EB791AAB9936,25
115033947992618661906,6
56E06301350B91516EB952EFEE3D32CC,25
959CC55A0ED5713AF6BC40ED14CB171C,30
n5qsbSgoMuwmbxw8cPToxg,19
9C995FE185910DA2BF0D471A49979DC9,19
AB49B438314B21DF4310103786B0CA88,26
a7JDh8HBtl8rIOH369hj2g,21
2FA4409DAA16376A10EC74F6D0A64827,24
9113A703F2912EF165DF26FA3E60E867,6
107617404517504052429,6
103358058398909458451,8
5782E8DD2E2DC4CC5302CC607336B60B,6
108032055954409239873,11
101882030545421181018,16
101882030545421181018,16
1DD9B550DBBE93FF1B65332BDF5E9F62,30
D46F31970495F3580372349D466CB00B,6
B58272036F791797ECB1ED61F903E97A,30
180F3F73AA5BA4406620E918064E85D3,30
180F3F73AA5BA4406620E918064E85D3,29
C01EC5363EF8924C6D6ED6CF2735EEDA,11
99FB89433327D733A044B1C08D23EDF5,6
E7A36E97DE73891ACE72AB153F2A6191,23
7CDED5788DF80FC03BBC04C01DAE87AB,5
94D6CADA4A1260DD888E55F0E723BAA8,11
DEE991106177BBAA37A6A26633A0FD7F,16
101030325522605550255,21
101030325522605550255,21
117237311278305212972,2
2C610CD5502EF87D0CF1AB99BCDE2482,16
101263378223684297010,19
CBD6555D609B7C644C711EC2E3DB3631,2
112165929144999884535,6
F996F53CEC32D0D5FD48EDDCA16CF507,19
7F640E0132F40C5F4A59FABDBF3CC0AD,23
105428909671226132640,11
110113915814655982906,19
110620634464074203430,6
107392469441851837529,11
117845176893267901104,26
C7DC59DB95936486CDEEF83C1F201849,6
7F888B95089EE322F89FF6B5EE6C31CD,12
AF77CD0813DCB5D8BF35E122F8672EB7,12
D2E788006983F5658E98B58B0B9A13FC,25
113001642363932882815,11
00FAED009ED4BBC1FAACFAB7843EB46C,1
21B77A2796C41DB9A81DE1D902F65051,6
104289990037199027436,21
104289990037199027436,19
104289990037199027436,21
EDE4B2776641455DDEA3881E418679B8,21
112053080985744614801,23
384F14B526224AAE888A78E951C5B54B,6
563545552D3E67BDB375AE551EE96B03,24
9335EB11279D133D457CED7151AF26C6,30
8C0840D78EAFE794168519D97071A7C9,21
8C0840D78EAFE794168519D97071A7C9,21
8C0840D78EAFE794168519D97071A7C9,21
AB50F9DA676562A9B8EB283B7C1B2B1A,23
A751F9CF3E725A7DDDA8D1C1616B6DEF,24
60B5180B1B03979F50E2F1B102ACB7C8,21
60B5180B1B03979F50E2F1B102ACB7C8,21
113254136908027964140,24
6D53BF5DCAB4A47066EA094492A88F3B,23
8E1D57F2CE57C5D9B138CC1006AEFE61,22
D3E748853488E43EF857E6CF199AF767,12
118345829271276076227,6
CA0B6CE964D976F7784FFF97467CB13E,21
CA0B6CE964D976F7784FFF97467CB13E,21
CA0B6CE964D976F7784FFF97467CB13E,21
F6F691B2D46890B8AA3D9130B9E1BF28,24
110844510172079749503,26
E31280FD72ED7D53F2E4C7C9F40F9E1D,11
4D23E8196E31337C27E02B8C8A942705,17
4AFDB3C1EECBA6997D18F63AE20C83B1,23
2A4D2EA477E7B8AC442CE2B2B8D99823,8
FF46B5EDD4394782F70B47047F7B59C5,29
E01F215DAC0F14A4370D775A414C2C5F,26
109476899720998532432,4
F7FBD41693DBA09ED8707D32E30ED857,24
F7FBD41693DBA09ED8707D32E30ED857,23
0917127C8752283E6CF9B207DD470566,8
101735406536511005256,6
70FFE6283706C76AA35956F78A82F77D,24
D2BE3D2CCB7A02418B6328A486FEF41D,19
35BC679B409F8FC51DFA76B38738F450,21
600314C6DB08F5DC5971E3D77235B7D5,5
8DD67BBDAA4211196DCC83850181AE75,27
432E029204A46599ADFC2E9E4172A7C1,22
114904268703049532996,6
D43B2B72A6125DC0B36D4024B500BFDA,30
105914582841587859424,21
105914582841587859424,21
114152830008749933610,24
112563589812363500987,19
110395724302634911669,24
PFGOrGDA1GHoqh41iELXAg,23
112974978532925538105,11
109893254466289919802,8
116717915981768861894,26
103649307332509145567,29
113364847056930944616,17
BBD4FB4F7D31D3E18E88D158905036EB,16
117448265268542887771,21
117448265268542887771,21
B9186DB7BD79DB8F064AD91CB8A0EC60,26
114101775556620575817,23
