tag_id,merge_id
KW17ll37tm,2280193968430214100
KW17ll37tm,3465297536589657600
KW17ll37tm,3874574996436062700
KW17ll37tm,9833219823576703e3
KW17ll37tm,1.2391132713767039e+019
KW17ll37tm,7321628803713196e3
KW17ll37tm,3246778963736473e3
KW17ll37tm,2716073507683956700
KW17ll37tm,4918007551557747e3
KW17ll37tm,5924479613987088e3
KW17ll37tm,8442061985427532e3
KW17ll37tm,1224442140122377e4
KW17ll37tm,2883752717395670500
KW17ll37tm,7390893742864077e3
KW17ll37tm,12762626180284862e3
KW17ll37tm,908127599728666e4
KW17ll37tm,12311413925825081e3
KW17ll37tm,14860449343257457e3
KW17ll37tm,2208368030910592300
KW17ll37tm,1326166106286767e4
KW17ll37tm,8008319378092574e3
KW17ll37tm,9266076491312208e3
KW17ll37tm,176967144362524e5
KW17ll37tm,5855306067276526e3
KW17ll37tm,6603539057382857e3
KW17ll37tm,12086641216486582e3
KW17ll37tm,6201102843091939e3
KW17ll37tm,2938377161880545300
KW17ll37tm,5747447659012484e3
KW17ll37tm,9649394530604374e3
KW17ll37tm,1039979273804798e4
KW17ll37tm,16044738895637471e3
KW17ll37tm,3627615967297717e3
KW17ll37tm,4594633073452879e3
KW17ll37tm,1388037021233864e4
KW17ll37tm,1782072966437465e3
KW17ll37tm,10603253371679685e3
KW17ll37tm,11405395999264723e3
KW17ll37tm,16642736848662243e3
KW17ll37tm,3066651140436829e3
KW17ll37tm,1333222425788711700
KW17ll37tm,6969894299289012e3
KW17ll37tm,1479281398364235e4
KW17ll37tm,7928900669318999e3
KW17ll37tm,17650895919444115e3
KW17ll37tm,266487809577687e4
KW17ll37tm,1074928613153881500
KW17ll37tm,1617602603357132500
KW17ll37tm,4707340726775955e3
KW17ll37tm,980948172446349e4
KW17ll37tm,1291506854623071e4
KW17ll37tm,6225004564511807e3
KW17ll37tm,1132914856125271e4
KW17ll37tm,2481152489816717300
KW17ll37tm,14659641174712338e3
KW17ll37tm,17553007468061663e3
KW17ll37tm,18375536665429486e3
KW17ll37tm,3249563032101739500
KW17ll37tm,1512493821704216e4
KW17ll37tm,16223763991916077e3
KW17ll37tm,16391946329132771e3
KW17ll37tm,5699380037268327e3
KW17ll37tm,17501345434937604e3
KW17ll37tm,3802842669140547e3
KW17ll37tm,267507417379114900
KW17ll37tm,321665445235811e4
KW17ll37tm,15864158974771098e3
KW17ll37tm,1768549945445859e4
KW17ll37tm,1875238971259665700
KW17ll37tm,9601759448946788e3
KW17ll37tm,1556684320935376e4
KW17ll37tm,17867222196156842e3
KW17ll37tm,2990921892026935300
KW17ll37tm,1525512187297487e4
KW17ll37tm,133162177474868e5
KW17ll37tm,764646227740239600
KW17ll37tm,784795336986755e4
KW17ll37tm,2319185264202481700
KW17ll37tm,5447930418398711e3
KW17ll37tm,133382223358617e5
KW17ll37tm,14558625845446906e3
KW17ll37tm,3575627242141158e3
KW17ll37tm,14937912160211665e3
KW17ll37tm,18053608356781812e3
KW17ll37tm,16084621515866173e3
KW17ll37tm,11678608080072956e3
KW17ll37tm,5093172594918512e3
KW17ll37tm,2566234322001264e3
KW17ll37tm,4801545272550724e3
YB09la23xy,488621394879506600
YB09la23xy,3958541830221768e3
YB09la23xy,1223166645975556e4
YB09la23xy,16436552737187981e3
YB09la23xy,18429800191004723e3
YB09la23xy,925638335863885400
YB09la23xy,2661303049323547600
YB09la23xy,9601759448946788e3
YB09la23xy,11504947836773706e3
YB09la23xy,15752493333469456e3
YB09la23xy,16471085565631382e3
YB09la23xy,3298413219558710300
YB09la23xy,4380793288949218e3
YB09la23xy,7253613836521655e3
YB09la23xy,8442061985427532e3
YB09la23xy,9247538084703476e3
YB09la23xy,16084621515866173e3
YB09la23xy,16961977736331196e3
YB09la23xy,2890775539568293e3
YB09la23xy,266487809577687e4
YB09la23xy,4561075587674811400
YB09la23xy,13905820315919473e3
YB09la23xy,15864158974771098e3
YB09la23xy,10031153786342898e3
YB09la23xy,12827454169843116e3
YB09la23xy,36738828539415904
YB09la23xy,3156567826334997500
YB09la23xy,13254062544668918e3
YB09la23xy,6958433423450862e3
YB09la23xy,9549511765567902e3
YB09la23xy,10932713663001102e3
YB09la23xy,11808143713305076e3
YB09la23xy,12757496490756155e3
YB09la23xy,12893097256812978e3
YB09la23xy,13451477188179413e3
YB09la23xy,3936568754226657e3
YB09la23xy,11678608080072956e3
YB09la23xy,12979100074882845e3
YB09la23xy,16492350894943175e3
YB09la23xy,5154533935641869e3
YB09la23xy,11776200627482214e3
YB09la23xy,12050260881492982e3
YB09la23xy,18103926738196396e3
YB09la23xy,1993361318765687e3
YB09la23xy,1616354781073966e3
YB09la23xy,6387343954764258e3
YB09la23xy,8207496078150552e3
YB09la23xy,1611644887038769e4
YB09la23xy,8366332654614671e3
YB09la23xy,852808290749531e4
YB09la23xy,9972102249822958e3
YB09la23xy,1768549945445859e4
YB09la23xy,4307908069784537e3
YB09la23xy,7481131271710669e3
YB09la23xy,10250716681091852e3
YB09la23xy,18389642022585186e3
YB09la23xy,5983989656854016e3
YB09la23xy,14059695439855133e3
YB09la23xy,190535589291764930
YB09la23xy,751447482829973e4
YB09la23xy,9109628961300848e3
YB09la23xy,1976796404008395300
YB09la23xy,6545384898748205e3
YB09la23xy,1373511042586878e4
YB09la23xy,16002822748264511e3
YB09la23xy,16642736848662243e3
YB09la23xy,3663058295632737300
YB09la23xy,10159382316137292e3
YB09la23xy,1695554408742521e4
YB09la23xy,17325783008687155e3
YB09la23xy,3066651140436829e3
YB09la23xy,1088500420264036e4
YB09la23xy,16454636232875962e3
YB09la23xy,11368257517498724e3
YB09la23xy,13555585420637626e3
YB09la23xy,16640792474937799e3
YB09la23xy,2248675680238980600
YB09la23xy,977135598850198e4
YB09la23xy,1116150921025838100
YB09la23xy,4184637869028996e3
YB09la23xy,7720813256007428e3
YB09la23xy,8783464074286889e3
YB09la23xy,16929925635757984e3
YB09la23xy,6610180445533936e3
YB09la23xy,16343711030916966e3
YB09la23xy,17157786630706078e3
YB09la23xy,17550834297145561e3
YB09la23xy,251004691745355900
YB09la23xy,5510859541300018e3
YB09la23xy,1039960492313099e4
YB09la23xy,1602559283245373e4
YB09la23xy,16475766232239993e3
YB09la23xy,18175208546188372e3
YB09la23xy,17055617962103613e3
YB09la23xy,3191069670075261400
YB09la23xy,4212786916554793e3
YB09la23xy,7389161109884901e3
YB09la23xy,15305110022539342e3
YB09la23xy,17817778512811166e3
YB09la23xy,2052779275828355600
YB09la23xy,1116659395297454e4
YB09la23xy,5845615680463194e3
YB09la23xy,10465309881729649e3
YB09la23xy,10706659237825667e3
YB09la23xy,3.4510469770954963e+017
YB09la23xy,11475478972569709e3
YB09la23xy,1556260179352828e4
YB09la23xy,867418210620730200
YB09la23xy,3094436557539689e3
YB09la23xy,5140103662345292e3
YB09la23xy,1334647351759802e4
YB09la23xy,17051256449672534e3
YB09la23xy,17522584790667104e3
YB09la23xy,924348642480443400
YB09la23xy,3807559835660814300
YB09la23xy,1110443490258369300
YB09la23xy,11558842210152765e3
YB09la23xy,14777960188207725e3
YB09la23xy,14419676237727767e3
YB09la23xy,1180474477908648700
YB09la23xy,9924948110277159e3
YB09la23xy,657437461245799700
YB09la23xy,5.9050916398701606e+017
YB09la23xy,2422062780927599600
YB09la23xy,8415114190347767e3
YB09la23xy,11403269818290729e3
YB09la23xy,12311413925825081e3
YB09la23xy,7598962454820404e3
YB09la23xy,6942292919366324e3
YB09la23xy,14264421227085787e3
YB09la23xy,8881360170221136e3
YB09la23xy,11668731150760088e3
YB09la23xy,16694554110885222e3
YB09la23xy,130012085145017820
YB09la23xy,14860449343257457e3
YB09la23xy,267507417379114900
YB09la23xy,1126951204160829e4
YB09la23xy,939792937791708200
YB09la23xy,5180084205948147e3
YB09la23xy,1356303011710738e4
YB09la23xy,16460270234305712e3
YB09la23xy,3479699481931112400
YB09la23xy,14762778377285042e3
YB09la23xy,15647702808117754e3
YB09la23xy,6603539057382857e3
YB09la23xy,4191349017612402700
YB09la23xy,16451999687326058e3
YB09la23xy,3413669117229317e3
NX05tu19za,558541714439052540
NX05tu19za,5970232387422024e3
NX05tu19za,9575912537422352e3
NX05tu19za,9649394530604374e3
NX05tu19za,6154426639660638e3
NX05tu19za,9411867588496669e3
NX05tu19za,3465297536589657600
NX05tu19za,18053608356781812e3
NX05tu19za,3292315603162941400
NX05tu19za,164696626702544e5
NX05tu19za,14232104733733896e3
NX05tu19za,2128543859900308700
NX05tu19za,3249563032101739500
NX05tu19za,9266076491312208e3
NX05tu19za,486914216801359e4
NX05tu19za,11678608080072956e3
NX05tu19za,14659641174712338e3
NX05tu19za,15243946114243674e3
NX05tu19za,1378730467355674e4
NX05tu19za,14959903777167897e3
NX05tu19za,15479101297518854e3
NX05tu19za,3911081479961289700
NX05tu19za,15829033124062822e3
NX05tu19za,9524959285937189e3
NX05tu19za,1373511042586878e4
NX05tu19za,15544156681732995e3
NX05tu19za,1129571347856017e4
NX05tu19za,15071896902537314e3
NX05tu19za,16885772437288163e3
NX05tu19za,3581630705297017e3
NX05tu19za,10159382316137292e3
NX05tu19za,15053607332181891e3
NX05tu19za,8008319378092574e3
NX05tu19za,9833219823576703e3
NX05tu19za,1376072661221705500
NX05tu19za,5722772033988647e3
NX05tu19za,7358927747455667e3
NX05tu19za,9327271848780018e3
NX05tu19za,1611644887038769e4
NX05tu19za,10660948658036177e3
NX05tu19za,4707340726775955e3
NX05tu19za,3346053413088334e3
NX05tu19za,16044738895637471e3
NX05tu19za,2799953209314253300
NX05tu19za,2053835820869243400
NX05tu19za,9620841134713942e3
NX05tu19za,17169416701736716e3
NX05tu19za,14958866456168182e3
OL83vo19re,608490730760836400
OL83vo19re,852808290749531e4
OL83vo19re,1388037021233864e4
OL83vo19re,1695554408742521e4
OL83vo19re,1039979273804798e4
OL83vo19re,14225128469538718e3
OL83vo19re,15293310885535711e3
OL83vo19re,14828975782673453e3
OL83vo19re,16948752766239726e3
OL83vo19re,11639923449221327e3
OL83vo19re,13594559663509918e3
OL83vo19re,8207496078150552e3
OL83vo19re,3346053413088334e3
OL83vo19re,8898506577317687e3
OL83vo19re,8018556375214818e3
OL83vo19re,9327271848780018e3
OL83vo19re,1816710733301136e4
OL83vo19re,1511252700832990700
OL83vo19re,5745328815440586e3
OL83vo19re,17051256449672534e3
OL83vo19re,6610180445533936e3
OL83vo19re,11554328703211082e3
OL83vo19re,6603539057382857e3
OL83vo19re,10312479411479755e3
OL83vo19re,10820016253198094e3
OL83vo19re,2930997900841579e3
OL83vo19re,8028746409179588e3
OL83vo19re,12749586200655503e3
OL83vo19re,2991809753783809e3
OL83vo19re,1479281398364235e4
OL83vo19re,1226977288165913300
OL83vo19re,16460270234305712e3
OL83vo19re,1581566381426035e4
OL83vo19re,10165377230697964e3
OL83vo19re,14558625845446906e3
OL83vo19re,7928900669318999e3
OL83vo19re,1046463236752695e4
OL83vo19re,1931811592889196800
OL83vo19re,13555585420637626e3
OL83vo19re,396186257077972e4
OL83vo19re,12285142790023698e3
OL83vo19re,12944496170923508e3
OL83vo19re,1502406821994751e3
OL83vo19re,1993361318765687e3
OL83vo19re,8575600807339559e3
OL83vo19re,16451999687326058e3
OL83vo19re,6462990620087357e3
OL83vo19re,10140168368592007e3
OL83vo19re,1.0295908973408641e+019
OL83vo19re,11113079739335135e3
OL83vo19re,17169416701736716e3
OL83vo19re,1533612571693406e4
OL83vo19re,2280193968430214100
OL83vo19re,12278511252577423e3
OL83vo19re,7598962454820404e3
OL83vo19re,17824947769338579e3
YL65st33by,608490730760836400
YL65st33by,1994897090554687e3
YL65st33by,5924479613987088e3
YL65st33by,7882716213581491e3
YL65st33by,1011061589961108e4
YL65st33by,11300522270109737e3
YL65st33by,1428300457509171e4
YL65st33by,15053607332181891e3
YL65st33by,206809001688930560
YL65st33by,764646227740239600
YL65st33by,1333222425788711700
YL65st33by,1715798322244018200
YL65st33by,2481152489816717300
YL65st33by,2502357040961188400
YL65st33by,2990921892026935300
YL65st33by,857064114600955e4
YL65st33by,915641645656127e4
YL65st33by,13843846212856044e3
YL65st33by,56272019056540320
YL65st33by,2859631393060154400
YL65st33by,3581630705297017e3
YL65st33by,1.0295908973408641e+019
YL65st33by,11802452709585046e3
YL65st33by,14558625845446906e3
YL65st33by,16910621873490831e3
YL65st33by,17000960786102745e3
YL65st33by,9266076491312208e3
YL65st33by,2446582188412006e3
YL65st33by,2608489898326732e3
YL65st33by,3069810519949379e3
YL65st33by,4652786751642454e3
YL65st33by,5250357385206665e3
YL65st33by,6603539057382857e3
YL65st33by,8207496078150552e3
YL65st33by,11429045506678913e3
YL65st33by,16948752766239726e3
YL65st33by,821800350088074900
YL65st33by,8604990786686458e3
YL65st33by,14597744043951309e3
YL65st33by,16085390524809263e3
YL65st33by,790582098308430600
YL65st33by,3186407933278475e3
YL65st33by,3241157493418659e3
YL65st33by,3292315603162941400
YL65st33by,9111802159654974e3
YL65st33by,12433821057005103e3
YL65st33by,14088306485989128e3
YL65st33by,2645753624255778e3
YL65st33by,3668223824522422e3
YL65st33by,9073458987151887e3
YL65st33by,1039979273804798e4
YL65st33by,12050260881492982e3
YL65st33by,1224442140122377e4
YL65st33by,1326166106286767e4
YL65st33by,14762778377285042e3
YL65st33by,18429800191004723e3
YL65st33by,3346053413088334e3
YL65st33by,3911081479961289700
YL65st33by,5093172594918512e3
YL65st33by,1388037021233864e4
YL65st33by,581542963339752200
YL65st33by,4380793288949218e3
YL65st33by,5970232387422024e3
YL65st33by,9918915115651506e3
YL65st33by,11490377812127748e3
YL65st33by,13905820315919473e3
YL65st33by,16870342346784567e3
YL65st33by,8898506577317687e3
YL65st33by,1075879496041854500
YL65st33by,5699380037268327e3
YL65st33by,10937555999449879e3
YL65st33by,11776200627482214e3
YL65st33by,12787576198369358e3
YL65st33by,18053608356781812e3
YL65st33by,1907255997668684500
YL65st33by,1927986903336981800
YL65st33by,486914216801359e4
YL65st33by,9567801477241e6
YL65st33by,10524016106299177e3
YL65st33by,11368257517498724e3
YL65st33by,11403269818290729e3
YL65st33by,12757496490756155e3
YL65st33by,1834312124344122e4
YL65st33by,2128543859900308700
YL65st33by,6484137398036339e3
YL65st33by,1396972154271777e4
YL65st33by,8754193683497364e3
YL65st33by,12144024870679966e3
YL65st33by,14010788751071764e3
YL65st33by,1512493821704216e4
YL65st33by,15544156681732995e3
YL65st33by,17325783008687155e3
YL65st33by,17524432480549575e3
YL65st33by,17553007468061663e3
YL65st33by,502930942967572e4
YL65st33by,8062142937318559e3
YL65st33by,9380909121715874e3
YL65st33by,13831590454020985e3
YL65st33by,48886005075002736
YL65st33by,7221233496190652e3
YL65st33by,13448935291809575e3
YL65st33by,15144105428242317e3
YL65st33by,1683058794160982e4
YL65st33by,18424603109082157e3
YL65st33by,6246838583619987e3
YL65st33by,15293310885535711e3
YL65st33by,16502302684882092e3
YL65st33by,5682474018887778e3
YL65st33by,8099021569355182e3
YL65st33by,8208182733544678e3
YL65st33by,8685625797346413e3
YL65st33by,9524959285937189e3
YL65st33by,1602559283245373e4
YL65st33by,18103926738196396e3
YL65st33by,924348642480443400
YL65st33by,5722772033988647e3
YL65st33by,9327271848780018e3
YL65st33by,12343833333985024e3
YL65st33by,4639744424675641e3
YL65st33by,8879908912670102e3
YL65st33by,10712757175179655e3
YL65st33by,11405395999264723e3
YL65st33by,1603154409939894e4
YL65st33by,36738828539415904
YL65st33by,3448021354656885e3
YL65st33by,768101364913047e4
YL65st33by,8575600807339559e3
YL65st33by,128042395722699e5
YL65st33by,14353262490933862e3
YL65st33by,16071654403106157e3
YL65st33by,2884162729873421e3
YL65st33by,11791114913147777e3
YL65st33by,12896083490206734e3
YL65st33by,1630829352838223e4
YL65st33by,223214590542580030
YL65st33by,4071209025463788500
YL65st33by,6201102843091939e3
YL65st33by,12086641216486582e3
YL65st33by,1361401354801201e4
YL65st33by,14059695439855133e3
YL65st33by,15396701684764144e3
YL65st33by,7253613836521655e3
YL65st33by,7623538814848947e3
YL65st33by,1321827414301164e4
YL65st33by,13737775501096505e3
YL65st33by,8499266861897934e3
YL65st33by,8743361279952055e3
YL65st33by,12418533207994714e3
YL65st33by,14496140915959058e3
YL65st33by,615495451066500100
YL65st33by,12331863777399628e3
YL65st33by,3662869186100142e3
YL65st33by,4813240151423605e3
YL65st33by,6759034250337985e3
YL65st33by,998872940846348e4
YL65st33by,12465546172988668e3
YL65st33by,176967144362524e5
YL65st33by,234812009362110900
YL65st33by,2367154544871609e3
YL65st33by,8631357385809818e3
YL65st33by,13335510097180615e3
YL65st33by,9411867588496669e3
YL65st33by,10226440401002486e3
YL65st33by,2218121424849386e3
YL65st33by,17736044368412045e3
YL65st33by,5000847439427201e3
YL65st33by,939792937791708200
YL65st33by,1190021699469020400
YL65st33by,1129571347856017e4
YL65st33by,13238342879019151e3
YL65st33by,15070676966517879e3
YL65st33by,267507417379114900
YL65st33by,1617555623202013200
YL65st33by,2772498498412056e3
YL65st33by,14777960188207725e3
YL65st33by,17817778512811166e3
YL65st33by,8676164160175657e3
YL65st33by,9153495070810782e3
YL65st33by,11870530312303522e3
YL65st33by,190535589291764930
YL65st33by,3438334661670600700
YL65st33by,4567479107188079600
YL65st33by,10145244416962406e3
YL65st33by,13594559663509918e3
YL65st33by,16391946329132771e3
YL65st33by,16451999687326058e3
YL65st33by,1307544809438044400
YL65st33by,18383590967154567e3
YL65st33by,489755753033788350
YL65st33by,4707340726775955e3
YL65st33by,13395406657835661e3
YL65st33by,365248429054011500
YL65st33by,2319185264202481700
YL65st33by,3826110736487914500
YL65st33by,5304946126734046e3
YL65st33by,1046463236752695e4
YL65st33by,11488023374467054e3
YL65st33by,1117357203469867e4
YL65st33by,11558842210152765e3
YL65st33by,728137613149311900
YL65st33by,2807909795938915300
YL65st33by,17719572585380209e3
YL65st33by,6818570841896133e3
YL65st33by,10353351662804406e3
YL65st33by,6438091902629129e3
YL65st33by,7730235488368093e3
YL65st33by,1127868817740632e4
YL65st33by,1695554408742521e4
YL65st33by,5983989656854016e3
YL65st33by,15141939440289706e3
YL65st33by,17051256449672534e3
YL65st33by,17055617962103613e3
YL65st33by,205151259143415680
YL65st33by,1909931222219325700
YL65st33by,1357034928267448e4
YL65st33by,3246778963736473e3
YL65st33by,5534814460662135e3
YL65st33by,2883752717395670500
YL65st33by,7389161109884901e3
YL65st33by,7390893742864077e3
YL65st33by,8028746409179588e3
YL65st33by,132438757167884e5
YL65st33by,14543118558481981e3
YL65st33by,18175208546188372e3
YL65st33by,3465297536589657600
YL65st33by,16885772437288163e3
YL65st33by,2788016504922838e3
YL65st33by,8682716629384367e3
YL65st33by,1356303011710738e4
YL65st33by,324956671056273800
YL65st33by,1174844158622868e4
YL65st33by,13313430635373666e3
YL65st33by,17531260057241104e3
YL65st33by,925638335863885400
YL65st33by,7889337697306763e3
YL65st33by,14225128469538718e3
YL65st33by,6261656203272177e3
YL65st33by,16006816931557997e3
YL65st33by,10660948658036177e3
YL65st33by,14109220379166577e3
YL65st33by,16873752914473716e3
YL65st33by,273906282406624130
YL65st33by,2047988063362488300
YL65st33by,2630818132272196e3
YL65st33by,7837498078102286e3
YL65st33by,13026550781093147e3
YL65st33by,14959903777167897e3
YL65st33by,15676474682091508e3
YL65st33by,1204451111739815e3
YL65st33by,3064022965530012700
YL65st33by,251004691745355900
YL65st33by,5447930418398711e3
YL65st33by,7905219354362843e3
YL65st33by,2129016454743681500
YL65st33by,11391150820889805e3
YL65st33by,3837734472733509600
YL65st33by,635883833431336e4
YL65st33by,14659641174712338e3
YL65st33by,2208368030910592300
YL65st33by,5282408362475563e3
YL65st33by,6384868457510177e3
YL65st33by,1.2391132713767039e+019
YL65st33by,14636651286289943e3
YL65st33by,15481418492756537e3
YL65st33by,12311413925825081e3
YL65st33by,8018556375214818e3
YL65st33by,11113079739335135e3
YL65st33by,3575627242141158e3
YL65st33by,1533612571693406e4
YL65st33by,1618688840253077e3
YL65st33by,5188615458030591e3
YL65st33by,742218759000511e4
YL65st33by,14828975782673453e3
YL65st33by,7084488651997203e3
YL65st33by,16101099204829299e3
YL65st33by,4041093050657842e3
YL65st33by,8125281197704686e3
YL65st33by,1037026050942985e4
YL65st33by,1126951204160829e4
YL65st33by,164696626702544e5
YL65st33by,1217957829286418e4
YL65st33by,7927918258438939e3
YL65st33by,16805457674532989e3
YL65st33by,625947603705092e4
YL65st33by,11680686814898369e3
YL65st33by,12762626180284862e3
YL65st33by,15864158974771098e3
YL65st33by,12929209845765673e3
YL65st33by,17490075640966588e3
YL65st33by,2530700187078890500
YL65st33by,4899266168369878e3
YL65st33by,13369802967249766e3
YL65st33by,6007561697321726e3
YL65st33by,9580050428671384e3
YL65st33by,5638824031438318e3
YL65st33by,178670027174347e5
YL65st33by,1993361318765687e3
RO49yk22dm,608490730760836400
RO49yk22dm,2645753624255778e3
RO49yk22dm,17612257900333812e3
RO49yk22dm,3358274679535481e3
RO49yk22dm,8202042694805926e3
RO49yk22dm,16006816931557997e3
RO49yk22dm,16138436583296926e3
RO49yk22dm,8241890292284835e3
RO49yk22dm,9266076491312208e3
RO49yk22dm,11517204046659942e3
RO49yk22dm,11668731150760088e3
RO49yk22dm,14059695439855133e3
RO49yk22dm,12343833333985024e3
RO49yk22dm,377171090460949760
RO49yk22dm,6534103589611418e3
RO49yk22dm,883805560569739800
RO49yk22dm,1796778450343398e3
RO49yk22dm,1993361318765687e3
RO49yk22dm,6387343954764258e3
RO49yk22dm,1617555623202013200
RO49yk22dm,4351129839725127700
RO49yk22dm,1602559283245373e4
RO49yk22dm,8125281197704686e3
RO49yk22dm,9701308123150672e3
RO49yk22dm,2436479965522535400
RO49yk22dm,11188729076635079e3
RO49yk22dm,3115144723175448600
RO49yk22dm,502930942967572e4
RO49yk22dm,1334647351759802e4
RO49yk22dm,3094436557539689e3
RO49yk22dm,4883072868047378e3
RO49yk22dm,2858694498006908e3
RO49yk22dm,1695554408742521e4
RO49yk22dm,3500418451543533600
RO49yk22dm,3911081479961289700
RO49yk22dm,2991809753783809e3
RO49yk22dm,10465309881729649e3
RO49yk22dm,12518858531416586e3
RO49yk22dm,13829182004768625e3
RO49yk22dm,10449446903784735e3
RO49yk22dm,7256128257387934e3
RO49yk22dm,1611644887038769e4
RO49yk22dm,13187706747232018e3
RO49yk22dm,164696626702544e5
RO49yk22dm,1838210293015518e4
RO49yk22dm,165475426655500500
RO49yk22dm,1927986903336981800
RO49yk22dm,3802842669140547e3
RO49yk22dm,12418533207994714e3
RO49yk22dm,12749586200655503e3
RO49yk22dm,17432384872070906e3
RO49yk22dm,3346053413088334e3
RO49yk22dm,6251854167540924e3
RO49yk22dm,369030610092873e4
RO49yk22dm,8685625797346413e3
RO49yk22dm,8783464074286889e3
RO49yk22dm,13580450450250076e3
RO49yk22dm,2859631393060154400
RO49yk22dm,4212786916554793e3
RO49yk22dm,1326166106286767e4
RO49yk22dm,6384868457510177e3
RO49yk22dm,10941504741387033e3
RO49yk22dm,18389642022585186e3
RO49yk22dm,3663058295632737300
RO49yk22dm,9111802159654974e3
RO49yk22dm,12706272640000772e3
RO49yk22dm,2807909795938915300
RO49yk22dm,4652786751642454e3
RO49yk22dm,790582098308430600
RO49yk22dm,9649394530604374e3
RO49yk22dm,12787576198369358e3
RO49yk22dm,14240349448409647e3
RO49yk22dm,3246778963736473e3
RO49yk22dm,16284416203277754e3
RO49yk22dm,5682474018887778e3
RO49yk22dm,6603539057382857e3
RO49yk22dm,1771964920185059e4
RO49yk22dm,13562164793404144e3
RO49yk22dm,644021421351126e4
RO49yk22dm,16067370600493206e3
RO49yk22dm,915641645656127e4
RO49yk22dm,9296479583524123e3
RO49yk22dm,9918915115651506e3
RO49yk22dm,11368257517498724e3
RO49yk22dm,14212740999117339e3
RO49yk22dm,15999645143140444e3
RO49yk22dm,8862718755182754e3
RO49yk22dm,11683882040030149e3
RO49yk22dm,12896083490206734e3
RO49yk22dm,14088306485989128e3
RO49yk22dm,18375536665429486e3
RO49yk22dm,6003732155128199e3
RO49yk22dm,12989666947698889e3
RO49yk22dm,17051256449672534e3
RO49yk22dm,5970232387422024e3
RO49yk22dm,4226373426860823600
RO49yk22dm,1333222425788711700
RO49yk22dm,18073939114349044e3
RO49yk22dm,16271167548623456e3
RO49yk22dm,16640792474937799e3
RO49yk22dm,994507847416855400
RO49yk22dm,16514875568424794e3
RO49yk22dm,17590672357067964e3
RO49yk22dm,3581630705297017e3
RO49yk22dm,7837498078102286e3
RO49yk22dm,7905219354362843e3
RO49yk22dm,1617602603357132500
RO49yk22dm,128042395722699e5
RO49yk22dm,14232104733733896e3
RO49yk22dm,6484137398036339e3
RO49yk22dm,11572904791525444e3
RO49yk22dm,15311217057389484e3
RO49yk22dm,12014709870162385e3
RO49yk22dm,1875238971259665700
RO49yk22dm,10660948658036177e3
RO49yk22dm,16805457674532989e3
RO49yk22dm,2446582188412006e3
RO49yk22dm,852808290749531e4
RO49yk22dm,2645730730107124e3
RO49yk22dm,8756478835201588e3
RO49yk22dm,2883752717395670500
RO49yk22dm,14353262490933862e3
RO49yk22dm,1179165051091082e4
RO49yk22dm,12050260881492982e3
RO49yk22dm,4802622573024306e3
RO49yk22dm,6958433423450862e3
RO49yk22dm,8972898520981059e3
RO49yk22dm,8793393382511191e3
RO49yk22dm,3837734472733509600
RO49yk22dm,2630818132272196e3
RO49yk22dm,6942292919366324e3
RO49yk22dm,267507417379114900
RO49yk22dm,2608489898326732e3
RO49yk22dm,2990921892026935300
RO49yk22dm,8682716629384367e3
RO49yk22dm,1117357203469867e4
RO49yk22dm,2617463841934012400
